index,sigma_fcs,span_loc,fcs_loc,wing_frac,nacelle_frac,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
"(1, 1, 1, 1, 1)",4000.0,-1.0,0.0,0.0,0.1,3.3236863466288114,413718.1392940764,10.631135455361061,1.0020590231154585,6,0.5746299325024133,18.389599999999994,29.0582542607045,0.0,36.779215643571504,2.183978377085286e7,159910.65855492736,67495.73546313615,5702.863152613178,2715.9371981410877,25299.668090975065,0.0,537.0746245331917,6415.3041200466705,10528.429164721225,16804.13449638343,48.59486008850634,1.1173484331128123,0.9890611201217221,0.7234860322889529,0.1602000519900291,0.10139753552832124
"(1, 1, 2, 1, 1)",4000.0,-1.0,0.05263157894736842,0.0,0.1,3.3786296168502314,418227.49004086,10.797493016525175,1.0255561167855085,6,0.5883831888037955,18.389599999999994,29.21556542436694,0.0,36.87800237609969,2.2181337110399082e7,161004.40844484355,68710.04843384349,6211.240593865866,3041.2114808521706,25390.371178216425,0.0,585.1943725988523,6503.676957210155,10753.881862146876,17097.465189261216,49.12243523284722,1.119984038082382,0.9992632660216416,0.7460895005746812,0.1689538534894458,0.10872322308468234
"(1, 1, 3, 1, 1)",4000.0,-1.0,0.10526315789473684,0.0,0.1,3.394812725426615,419483.544134321,10.843980822322205,1.0319703739709953,6,0.5924524076617114,18.389599999999994,29.259227092460495,0.0,36.9049915689347,2.2282308418380592e7,161322.05478322352,69049.12811738835,6355.217947232841,3120.6059507946943,25415.078556491724,0.0,604.9263145726117,6528.2629103969475,10816.93950207603,17179.361404108615,49.26936855916777,1.1207055878575811,1.0024592492190496,0.7531766228490924,0.17138383901171383,0.11046488463130599
"(1, 1, 4, 1, 1)",4000.0,-1.0,0.15789473684210525,0.0,0.1,3.413103349945369,420877.00295147457,10.89563753283346,1.0390302928387825,6,0.5970619762094933,18.389599999999994,29.307586609430565,0.0,36.93470810594039,2.2396567048006978e7,161679.49811776142,69425.4434530881,6515.411674604642,3205.1976956312487,25442.249547784006,0.0,628.9445266299272,6555.5017715958675,10886.984034767867,17270.235576454903,49.43236752479536,1.121500843790558,1.006107768635557,0.761369396625431,0.1740634953736168,0.11230196995418208
"(1, 1, 5, 1, 1)",4000.0,-1.0,0.21052631578947367,0.0,0.1,3.4337157924013364,422422.18360558595,10.953020471455039,1.0468003664773493,6,0.6022701619609085,18.389599999999994,29.361114787701812,0.0,36.96742659195829,2.252545359515529e7,162080.87593732675,69842.89289296436,6693.549588550392,3295.6050318618472,25472.12827803913,0.0,657.7620676731469,6585.661593882124,10964.761846187774,17371.022752591784,49.61310168092956,1.1223774364521104,1.0102518037279418,0.7707861193635767,0.17701459810450096,0.11424492454807164
"(1, 1, 6, 1, 1)",4000.0,-1.0,0.2631578947368421,0.0,0.1,3.456895588450016,424134.7781063022,11.016745078605153,1.0553538118160222,6,0.6081442731384222,18.389599999999994,29.42032496031982,0.0,37.003458606830634,2.267025887641195e7,162530.38011915892,70305.8216946657,6891.668714392794,3392.5429979019696,25504.992857764228,0.0,691.9610497890274,6619.039901457732,11051.105793136236,17482.764850328254,49.81340486054264,1.123344076714216,1.0149388693070958,0.781563786192524,0.18026248620714144,0.11630566629242671
"(1, 1, 7, 1, 1)",4000.0,-1.0,0.3157894736842105,0.0,0.1,3.48294200141307,426035.8781102178,11.087639251024818,1.064784452477998,6,0.614766790619555,18.389599999999994,29.48590935935442,0.0,37.04320403723938,2.283310034010799e7,163034.3153540459,70819.94881882262,7112.194479351986,3496.8916149001225,25541.198885056874,0.0,732.2117419497996,6656.027500202645,11147.115111256027,17606.832071609915,50.03574255656368,1.1244119678278097,1.02023036282489,0.7938661875312228,0.18383696671627403,0.11849887951292942
"(1, 1, 8, 1, 1)",4000.0,-1.0,0.3684210526315789,0.0,0.1,3.512257085304657,428158.3077934584,11.166985961298817,1.0753017794979995,6,0.622248509060406,18.389599999999994,29.558952936248986,0.0,37.08755027565495,2.301643214364607e7,163600.72362407262,71393.9826726293,7358.399174472871,3609.798535124463,25581.565405254878,0.0,779.3773491100706,6697.223164195803,11254.463474075588,17745.3049891671,50.28395036686322,1.1256056177952767,1.0262162617113368,0.8078957843635648,0.18777911272768194,0.12084389998110086
"(1, 1, 9, 1, 1)",4000.0,-1.0,0.42105263157894735,0.0,0.1,3.5451951835161544,430519.980078585,11.255513966188708,1.086915918601263,6,0.6306901920910379,18.389599999999994,29.640014277272517,0.0,37.13654622476948,2.3222566815159723e7,164236.076051026,72033.23372943638,7633.3715393054845,3732.4024408502632,25626.100347010553,0.0,834.2445056973274,6742.977031115141,11374.179764783868,17899.459731836476,50.56012209097552,1.126927236200657,1.032955403124955,0.8238711748162911,0.1921240711572293,0.12335870100217596
"(1, 1, 10, 1, 1)",4000.0,-1.0,0.47368421052631576,0.0,0.1,3.5822533361169024,433154.3659244671,11.354558882803103,1.0997715912399764,6,0.6402324715895366,18.389599999999994,29.73017137153235,0.0,37.19081081178278,2.34546366230465e7,164949.87076871077,72746.98997434184,7941.336398810022,3866.2278310472902,25675.34982741995,0.0,897.833018229441,6793.914698985843,11508.060328370913,18071.52057106936,50.868170953866006,1.1283946995271552,1.040545241316345,0.8420694746629427,0.19692150119929813,0.1260677964099036
"(1, 1, 20, 1, 1)",4000.0,-1.0,1.0,0.0,0.1,3.3304648678411564,414303.16353389644,10.652674211739352,1.0051451326869043,6,0.5763217776191569,18.389599999999994,29.078712297177802,0.0,36.79218280402048,2.188178833254018e7,160047.51608088787,67652.79903482339,5767.561965619304,2763.5494826542485,25311.595959518036,0.0,540.5216042534919,6426.762688659957,10557.56438372238,16842.072489098402,48.66330916816769,1.1176939311362988,0.9902115484618407,0.726123658771375,0.16132981833124302,0.10249004994166937
